,product-type,start-date,product-format,scene-centre,pixel-spacing,sensor,incidence-angle-high,image-pixels,sensor-mode,orbit-direction,polarization,corner-coordinates,processing-level,processor-version,product-id,public-good,image-lines,end-date,absolute-orbit,beam,delivery-date,processing-date,band,spatial-resolution,order-key,position,sequence-id,title,archive-visibility-start-date,incidence-angle-low,geodetic-terrain-height,processor-name,look-orientation,lut-applied,download_link
10,SCW,2010-03-04T22:18:16.406000,CEOS,POINT(-68.051157 48.099596),50.0,RADARSAT-1,49,,ScanSAR Wide,Ascending,HH,"POLYGON((-70.90005 45.219072,-63.822637 46.128895,-64.85376 50.985444,-72.62818 50.064971,-70.90005 45.219072))",l1,V 7.8.1,A0596668,False,,2010-03-04T22:19:39.405000,74808.0,ScanSAR Wide A (W1 W2 W3 S7),,,C,100.0,RS1_A0596668_SCWB_20100304_221816_HH_SCW01f,SCWA,4626289,rsat1_20100304_N4809W06805,,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596668_SCWB_20100304_221816_HH_SCW01F.tif
11,SCW,2010-03-06T09:55:08.944000,CEOS,POINT(-54.518049 57.55623),50.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-48.730851 59.475245,-58.527174 60.449191,-59.705449 55.61437,-51.108723 54.686112,-48.730851 59.475245))",l1,V 7.8.1,A0596677,False,,2010-03-06T09:56:31.783000,74829.0,ScanSAR Wide A (W1 W2 W3 S7),2010-03-22T03:46:01+00:00,2010-03-22T03:46:04+00:00,C,100.0,RS1_A0596677_SCWB_20100306_095508_HH_SCW01f,SCWA,4624022,rsat1_20100306_N5755W05451,2010-03-06T19:55:08.944000+00:00,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596677_SCWB_20100306_095508_HH_SCW01F.tif
12,SCW,2010-03-06T11:39:17.975000,CEOS,POINT(-83.315945 45.652275),50.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-78.976746 47.647483,-86.33597 48.552867,-87.34795 43.654965,-80.603112 42.753785,-78.976746 47.647483))",l1,V 7.8.1,A0596687,False,,2010-03-06T11:40:41.628000,74830.0,ScanSAR Wide A (W1 W2 W3 S7),,,C,100.0,RS1_A0596687_SCWB_20100306_113917_HH_SCW01f,SCWA,4559322,rsat1_20100306_N4565W08331,,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596687_SCWB_20100306_113917_HH_SCW01F.tif
13,SCW,2010-03-06T21:20:22.232000,CEOS,POINT(-54.178057 51.118067),50.0,RADARSAT-1,49,,ScanSAR Wide,Ascending,HH,"POLYGON((-57.155517 48.262366,-49.738093 49.163741,-50.796427 53.98302,-59.022192 53.063139,-57.155517 48.262366))",l1,V 7.8.1,A0596698,False,,2010-03-06T21:21:44.660000,74836.0,ScanSAR Wide A (W1 W2 W3 S7),,,C,100.0,RS1_A0596698_SCWB_20100306_212022_HH_SCW01f,SCWA,4624027,rsat1_20100306_N5111W05417,,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596698_SCWB_20100306_212022_HH_SCW01F.tif
14,SCW,2010-03-08T10:39:43.402000,CEOS,POINT(-67.867911 48.454064),50.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-63.246661 50.473792,-71.075793 51.389591,-72.126718 46.428787,-65.022474 45.524085,-63.246661 50.473792))",l1,V 7.8.1,A0596711,False,,2010-03-08T10:41:08.191000,74858.0,ScanSAR Wide A (W1 W2 W3 S7),2010-03-22T04:00:01+00:00,2010-03-22T04:00:05+00:00,C,100.0,RS1_A0596711_SCWB_20100308_103943_HH_SCW01f,SCWA,4624015,rsat1_20100308_N4845W06786,2010-03-08T20:39:43.402000+00:00,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596711_SCWB_20100308_103943_HH_SCW01F.tif
15,SCW,2010-03-09T10:07:35.038000,CEOS,POINT(-57.44559 58.153786),50.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-51.549492 60.067013,-61.524618 61.048717,-62.718377 56.215985,-53.989874 55.283428,-51.549492 60.067013))",l1,V 7.8.1,A0596738,False,,2010-03-09T10:08:57.855000,74872.0,ScanSAR Wide A (W1 W2 W3 S7),2010-03-11T10:46:01+00:00,2010-03-11T10:46:04+00:00,C,100.0,RS1_A0596738_SCWB_20100309_100735_HH_SCW01f,SCWA,4626284,rsat1_20100309_N5815W05744,2010-03-09T20:07:35.038000+00:00,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596738_SCWB_20100309_100735_HH_SCW01F.tif
16,SCW,2010-03-05T21:48:35.115000,CEOS,POINT(-60.411629 47.024267),50.0,RADARSAT-1,49,,ScanSAR Wide,Ascending,HH,"POLYGON((-63.202791 44.147325,-56.273083 45.05489,-57.292554 49.905172,-64.878089 48.98968,-63.202791 44.147325))",l1,V 7.8.1,A0596743,False,,2010-03-05T21:49:57.983000,74822.0,ScanSAR Wide A (W1 W2 W3 S7),2010-03-22T04:04:01+00:00,2010-03-22T04:04:05+00:00,C,100.0,RS1_A0596743_SCWB_20100305_214835_HH_SCW01f,SCWA,4624014,rsat1_20100305_N4702W06041,2010-03-06T07:48:35.115000+00:00,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596743_SCWB_20100305_214835_HH_SCW01F.tif
17,SCW,2010-03-07T11:10:58.555000,CEOS,POINT(-76.740822 42.696437),50.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-72.882752 43.925408,-79.740707 44.824802,-80.418667 41.468065,-73.921162 40.567471,-72.882752 43.925408))",l1,V 7.8.1,A0596749,False,,2010-03-07T11:11:55.843000,74844.0,ScanSAR Wide A (W1 W2 W3 S7),,,C,100.0,RS1_A0596749_SCWB_20100307_111058_HH_SCW01f,SCWA,4559388,rsat1_20100307_N4269W07674,,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596749_SCWB_20100307_111058_HH_SCW01F.tif
18,SCW,2010-03-09T11:51:40.563000,CEOS,POINT(-86.24748 46.467538),50.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-81.838877 48.452373,-89.320789 49.360028,-90.336469 44.479683,-83.493786 43.57807,-81.838877 48.452373))",l1,V 7.8.1,A0596754,False,,2010-03-09T11:53:03.935000,74873.0,ScanSAR Wide A (W1 W2 W3 S7),2010-03-11T10:50:01+00:00,2010-03-11T10:50:04+00:00,C,100.0,RS1_A0596754_SCWB_20100309_115140_HH_SCW01f,SCWA,4626285,rsat1_20100309_N4646W08624,2010-03-09T21:51:40.563000+00:00,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596754_SCWB_20100309_115140_HH_SCW01F.tif
19,SCW,2010-03-08T23:41:01.323000,CEOS,POINT(-87.893911 43.767208),50.0,RADARSAT-1,49,,ScanSAR Wide,Ascending,HH,"POLYGON((-90.540345 40.881718,-83.975605 41.789987,-84.970026 46.653173,-92.089666 45.743954,-90.540345 40.881718))",l1,V 7.8.1,A0596755,False,,2010-03-08T23:42:24.338000,74866.0,ScanSAR Wide A (W1 W2 W3 S7),2010-03-22T05:50:01+00:00,2010-03-22T05:50:06+00:00,C,100.0,RS1_A0596755_SCWB_20100308_234101_HH_SCW01f,SCWA,4624063,rsat1_20100308_N4376W08789,2010-03-09T09:41:01.323000+00:00,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596755_SCWB_20100308_234101_HH_SCW01F.tif
20,SCW,2010-03-06T22:59:15.900000,CEOS,POINT(-77.315437 43.350642),50.0,RADARSAT-1,49,,ScanSAR Wide,Ascending,HH,"POLYGON((-80.318775 41.698329,-73.688549 42.605726,-74.178895 45.003056,-81.075529 44.095457,-80.318775 41.698329))",l1,V 7.8.1,A0596756,False,,2010-03-06T22:59:56.822000,74837.0,ScanSAR Wide A (W1 W2 W3 S7),,,C,100.0,RS1_A0596756_SCWB_20100306_225915_HH_SCW01f,SCWA,4559696,rsat1_20100306_N4335W07731,,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596756_SCWB_20100306_225915_HH_SCW01F.tif
21,SCW,2010-03-05T23:28:17.291000,CEOS,POINT(-84.629693 43.320675),50.0,RADARSAT-1,49,,ScanSAR Wide,Ascending,HH,"POLYGON((-87.257179 40.433938,-80.73938 41.342401,-81.730962 46.207462,-88.791251 45.2989,-87.257179 40.433938))",l1,V 7.8.1,A0596757,False,,2010-03-05T23:29:40.330000,74823.0,ScanSAR Wide A (W1 W2 W3 S7),2010-03-22T05:48:01+00:00,2010-03-22T05:48:04+00:00,C,100.0,RS1_A0596757_SCWB_20100305_232817_HH_SCW01f,SCWA,4624061,rsat1_20100305_N4332W08462,2010-03-06T09:28:17.291000+00:00,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596757_SCWB_20100305_232817_HH_SCW01F.tif
22,SCW,2010-03-10T09:39:42.279000,CEOS,POINT(-51.876793 52.881762),50.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-46.784112 54.839373,-55.425511 55.773724,-56.515542 50.911778,-48.782005 50.002172,-46.784112 54.839373))",l1,V 7.8.1,A0596762,False,,2010-03-10T09:41:05.477000,74886.0,ScanSAR Wide A (W1 W2 W3 S7),,,C,100.0,RS1_A0596762_SCWB_20100310_093942_HH_SCW01f,SCWA,4623995,rsat1_20100310_N5288W05187,,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596762_SCWB_20100310_093942_HH_SCW01F.tif
23,SCW,2010-03-10T11:23:06.413000,CEOS,POINT(-79.644823 43.587346),50.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-75.466758 45.588612,-82.547935 46.492262,-83.546134 41.586023,-77.018465 40.682486,-75.466758 45.588612))",l1,V 7.8.1,A0596764,False,,2010-03-10T11:24:30.163000,74887.0,ScanSAR Wide A (W1 W2 W3 S7),2010-03-11T10:54:01+00:00,2010-03-11T10:54:05+00:00,C,100.0,RS1_A0596764_SCWB_20100310_112306_HH_SCW01f,SCWA,4626286,rsat1_20100310_N4358W07964,2010-03-10T21:23:06.413000+00:00,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596764_SCWB_20100310_112306_HH_SCW01F.tif
24,SCW,2010-03-10T21:02:40.424000,CEOS,POINT(-49.069861 47.904024),50.0,RADARSAT-1,49,,ScanSAR Wide,Ascending,HH,"POLYGON((-51.880482 45.039899,-44.896238 45.93843,-45.919276 50.772904,-53.583449 49.864864,-51.880482 45.039899))",l1,V 7.8.1,A0596767,False,,2010-03-10T21:04:03.040000,74893.0,ScanSAR Wide A (W1 W2 W3 S7),,,C,100.0,RS1_A0596767_SCWB_20100310_210240_HH_SCW01f,SCWA,4545342,rsat1_20100310_N4790W04906,,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596767_SCWB_20100310_210240_HH_SCW01F.tif
25,SCW,2010-03-11T10:52:23.900000,CEOS,POINT(-71.091801 48.193222),50.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-66.492115 50.22673,-74.278783 51.141462,-75.332257 46.154494,-68.26405 45.250201,-66.492115 50.22673))",l1,V 7.8.1,A0596772,False,,2010-03-11T10:53:49.131000,74901.0,ScanSAR Wide A (W1 W2 W3 S7),,,C,100.0,RS1_A0596772_SCWB_20100311_105223_HH_SCW01f,SCWA,4624032,rsat1_20100311_N4819W07109,,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596772_SCWB_20100311_105223_HH_SCW01F.tif
26,SCW,2010-03-10T13:04:28.558000,CEOS,POINT(-105.34012 41.546968),50.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-101.330728 43.44683,-108.165261 44.352015,-109.109716 39.648752,-102.754774 38.740275,-101.330728 43.44683))",l1,V 7.8.1,A0596776,False,,2010-03-10T13:05:48.803000,74888.0,ScanSAR Wide A (W1 W2 W3 S7),,,C,100.0,RS1_A0596776_SCWB_20100310_130428_HH_SCW01f,SCWA,4626280,rsat1_20100310_N4154W10534,,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596776_SCWB_20100310_130428_HH_SCW01F.tif
27,SCN,2010-03-12T13:45:14.149000,CEOS,POINT(-113.190253 46.671146),25.0,RADARSAT-1,39,,ScanSAR Narrow,Descending,HH,"POLYGON((-110.49238 47.771794,-115.043403 48.38727,-115.773903 45.566815,-111.451327 44.958707,-110.49238 47.771794))",l1,V 7.8.1,A0596777,False,,2010-03-12T13:46:02.270000,74917.0,ScanSAR Narrow A (W1 W2),2010-03-14T19:46:01+00:00,2010-03-14T19:46:06+00:00,C,50.0,RS1_A0596777_SCNA_20100312_134514_HH_SCN01f,SCNA,4624121,rsat1_20100312_N4667W11319,2010-03-12T23:45:14.149000+00:00,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596777_SCNA_20100312_134514_HH_SCN01F.tif
28,SCW,2010-03-10T22:42:29.648000,CEOS,POINT(-73.451601 44.686417),50.0,RADARSAT-1,49,,ScanSAR Wide,Ascending,HH,"POLYGON((-76.131408 41.727987,-69.440147 42.641475,-70.470731 47.646362,-77.764118 46.729844,-76.131408 41.727987))",l1,V 7.8.1,A0596778,False,,2010-03-10T22:43:55.106000,74894.0,ScanSAR Wide A (W1 W2 W3 S7),2010-03-11T11:00:01+00:00,2010-03-11T11:00:04+00:00,C,100.0,RS1_A0596778_SCWB_20100310_224229_HH_SCW01f,SCWA,4624018,rsat1_20100310_N4468W07345,2010-03-11T08:42:29.648000+00:00,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596778_SCWB_20100310_224229_HH_SCW01F.tif
29,SCW,2010-03-11T14:13:34.475000,CEOS,POINT(-121.110299 49.451633),50.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-116.419857 51.429617,-124.3787 52.345363,-125.426136 47.466805,-118.216502 46.564748,-116.419857 51.429617))",l1,V 7.8.1,A0596780,False,,2010-03-11T14:14:57.882000,74903.0,ScanSAR Wide A (W1 W2 W3 S7),,,C,100.0,RS1_A0596780_SCWB_20100311_141334_HH_SCW01f,SCWA,4597647,rsat1_20100311_N4945W12111,,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596780_SCWB_20100311_141334_HH_SCW01F.tif
30,SCW,2010-03-11T22:13:49.955000,CEOS,POINT(-66.746636 47.15534),50.0,RADARSAT-1,49,,ScanSAR Wide,Ascending,HH,"POLYGON((-69.544058 44.278978,-62.598613 45.186446,-63.619078 50.035821,-71.224794 49.120117,-69.544058 44.278978))",l1,V 7.8.1,A0596782,False,,2010-03-11T22:15:12.810000,74908.0,ScanSAR Wide A (W1 W2 W3 S7),,,C,100.0,RS1_A0596782_SCWB_20100311_221349_HH_SCW01f,SCWA,4624116,rsat1_20100311_N4715W06674,,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596782_SCWB_20100311_221349_HH_SCW01F.tif
31,SCW,2010-03-12T10:20:15.313000,CEOS,POINT(-60.685638 57.916837),50.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-54.834718 59.831092,-64.736613 60.809388,-65.923152 55.978734,-57.248069 55.048136,-54.834718 59.831092))",l1,V 7.8.1,A0596783,False,,2010-03-12T10:21:38.089000,74915.0,ScanSAR Wide A (W1 W2 W3 S7),,,C,100.0,RS1_A0596783_SCWB_20100312_102015_HH_SCW01f,SCWA,4624124,rsat1_20100312_N5791W06068,,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596783_SCWB_20100312_102015_HH_SCW01F.tif
32,SCW,2010-03-12T12:04:10.331000,CEOS,POINT(-89.297541 46.837534),50.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-84.853103 48.826653,-92.394121 49.735428,-93.415288 44.84495,-86.527653 43.943103,-84.853103 48.826653))",l1,V 7.8.1,A0596787,False,,2010-03-12T12:05:33.883000,74916.0,ScanSAR Wide A (W1 W2 W3 S7),,,C,100.0,RS1_A0596787_SCWB_20100312_120410_HH_SCW01f,SCWA,4624125,rsat1_20100312_N4683W08929,,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596787_SCWB_20100312_120410_HH_SCW01F.tif
33,SCW,2010-03-01T10:43:54.407000,CEOS,POINT(-68.934382 48.329512),50.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-64.312403 50.410821,-72.111076 51.324875,-73.188418 46.24263,-66.125629 45.339721,-64.312403 50.410821))",l1,V 7.8.1,A0596795,False,,2010-03-01T10:45:21.267000,74758.0,ScanSAR Wide A (W1 W2 W3 S7),2010-03-04T18:30:01+00:00,2010-03-04T18:30:05+00:00,C,100.0,RS1_A0596795_SCWB_20100301_104354_HH_SCW01f,SCWA,4623459,rsat1_20100301_N4832W06893,2010-03-01T20:43:54.407000+00:00,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596795_SCWB_20100301_104354_HH_SCW01F.tif
34,SCW,2010-03-01T12:20:04.183000,CEOS,POINT(-88.32649 64.513703),50.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-80.895407 66.329963,-93.364112 67.432093,-94.783266 62.647123,-84.263176 61.645634,-80.895407 66.329963))",l1,V 7.8.1,A0596796,False,,2010-03-01T12:21:26.342000,74759.0,ScanSAR Wide A (W1 W2 W3 S7),,,C,100.0,RS1_A0596796_SCWB_20100301_122004_HH_SCW01f,SCWA,4626128,rsat1_20100301_N6451W08832,,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596796_SCWB_20100301_122004_HH_SCW01F.tif
35,SCW,2010-03-13T09:51:13.495000,CEOS,POINT(-53.789011 56.671914),50.0,RADARSAT-1,49,,ScanSAR Wide,Descending,HH,"POLYGON((-48.159804 58.601689,-57.692155 59.564017,-58.851286 54.721673,-50.4528 53.800276,-48.159804 58.601689))",l1,V 7.8.1,A0596801,False,,2010-03-13T09:52:36.442000,74929.0,ScanSAR Wide A (W1 W2 W3 S7),,,C,100.0,RS1_A0596801_SCWB_20100313_095113_HH_SCW01f,SCWA,4624128,rsat1_20100313_N5667W05378,,19,0.0,MSSAR,Right,Ice,https://s3-ca-central-1.amazonaws.com/radarsat-r1-l1-cog/2010/3/RS1_A0596801_SCWB_20100313_095113_HH_SCW01F.tif
